"Activity_ID","ActivityNumber","ActivityName","SeasonName","ChildSeasonName","Type","Status","CategoryName","OtherCategoryName","RiskCategoryName","EnrollMin","EnrollMax","NumberEnrolled","BeginningDate","EndingDate","StartingTime","EndingTime","AgesMin","AgesMinMonth","AgesMinWeek","AgesMax","AgesMaxMonth","AgesMaxWeek","GradeMin","GradeMax","WeekDays","PrimaryInstructorName","NumberOfHours","NumberOfDates","ActivityLocation","FeeDescription","AccountName","KeyFeesTotal","OtherFeesTotal","FeeSummary","Description","PublicURL"
75961,"251.2.0620","Drawing & Sketching- Beginning","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,12,"20",9,"9/19/18","10/31/18","1:00 PM","3:00 PM",50,0,0,0,0,0,,,"W","Cairns, Chris","14.000",7,"AL Room 4 at Almaden Community Center","Program Fee","Almaden Sr - Classes","67.00","-8.00","Member: $59.00. Non-member: $67.00","Drawing is an acquired skill.  Anyone can learn to draw!  All you need is a pencil, paper, and a willingness to tap into your hidden artistic skills.  Learn how to get proportions and perspectives right.  Find out how to draw reflections, design strong compositions, choose materials.  How to make basic shapes and forms, create the illusion of volume with light, shading and contours.  Draw people, animals, landscapes, a still life and more.  Give yourself more confidence in your ability and deepen your artistic perception.  Engage the left, artistic side of your brain.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75961"
75962,"251.2.0622","Drawing & Sketching- Beginning","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,12,"20",0,"11/14/18","12/12/18","1:00 PM","3:00 PM",50,0,0,0,0,0,,,"W","Cairns, Chris","10.000",5,"AL Room 4 at Almaden Community Center","Program Fee","Almaden Sr - Classes","53.00","-8.00","Member: $45.00. Non-member: $53.00","Drawing is an acquired skill.  Anyone can learn to draw!  All you need is a pencil, paper, and a willingness to tap into your hidden artistic skills.  Learn how to get proportions and perspectives right.  Find out how to draw reflections, design strong compositions, choose materials.  How to make basic shapes and forms, create the illusion of volume with light, shading and contours.  Draw people, animals, landscapes, a still life and more.  Give yourself more confidence in your ability and deepen your artistic perception.  Engage the left ?artistic? side of your brain.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75962"
75963,"251.2.0601","Enhance Fitness","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,10,"20",2,"9/11/18","10/4/18","8:00 AM","9:00 AM",50,0,0,0,0,0,,,"Tu Th","Esmaili, Anahita","8.000",8,"AL Dance Studio at Almaden Community Center","Program Fee","Almaden Sr - Classes","48.00","-8.00","Member: $40.00. Non-member: $48.00","Becoming fit just became a whole lot more fun! This is an  evidence based group fitness class designed specifically for active adults.  Enhance Fitness is a group exercise class that improves your balance,  flexibility, bone density, endurance, coordination, mental sharpness and  decreases your risk of falling through a structured exercise program that is  adaptable to all fitness levels from beginning to advanced. ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75963"
75964,"251.2.1810","Feldenkrais","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,12,"40",5,"9/17/18","12/10/18","10:00 AM","11:00 AM",50,0,0,0,0,0,,,"M","McCarten, Joan","10.000",10,"AL Gymnasium at Almaden Community Center","Program Fee","Almaden Sr - Classes","57.00","-8.00","Member: $49.00. Non-member: $57.00","Awareness  through movement. Help improve your flexibility and reduce muscular tension  while enhancing mobility, balance, and coordination. Safe comfortable movement  sequences from a certified teacher. Ideal for people with arthritis,  fibromyalgia, and other painful conditions.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75964"
75965,"251.2.1811","Feldenkrais","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,12,"40",8,"9/21/18","12/14/18","9:40 AM","10:40 AM",50,0,0,0,0,0,,,"F","McCarten, Joan","12.000",12,"AL Gymnasium at Almaden Community Center","Program Fee","Almaden Sr - Classes","66.00","-8.00","Member: $58.00. Non-member: $66.00","Awareness  through movement. Help improve your flexibility and reduce muscular tension  while enhancing mobility, balance, and coordination. Safe comfortable movement  sequences from a certified teacher. Ideal for people with arthritis,  fibromyalgia, and other painful conditions.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75965"
75967,"251.2.1927","Happy Singers (Group Singing)","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,12,"25",0,"9/7/18","10/19/18","1:00 PM","3:00 PM",50,0,0,0,0,0,,,"F","Tan, Sally","14.000",7,"AL Room 4 at Almaden Community Center","Program Fee","Almaden Sr - Classes","60.00","-8.00","Member: $52.00. Non-member: $60.00","This group is open to anyone who has a love for singing. If you play an instrument, stop by when the group meets and offer musical support for the singers! No singing experience is required. ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75967"
75968,"251.2.1928","Happy Singers (Group Singing)","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,12,"25",0,"10/26/18","12/14/18","1:00 PM","3:00 PM",50,0,0,0,0,0,,,"F","Tan, Sally","12.000",6,"AL Room 4 at Almaden Community Center","Program Fee","Almaden Sr - Classes","52.00","-8.00","Member: $44.00. Non-member: $52.00","This group is open to anyone who has a love for singing. If you play an instrument, stop by when the group meets and offer musical support for the singers! No singing experience is required.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75968"
75980,"251.2.1801","International Cuisine","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,7,"15",0,"11/16/18","11/16/18","10:00 AM","12:00 PM",50,0,0,0,0,0,,,"F","Department, Staff","2.000",1,"AL Teaching Kitchen at Almaden Community Center","Program Fee","Almaden Sr - Classes","49.00","-8.00","Member: $41.00. Non-member: $49.00","In our International Class, we will take you on a delicious culinary tour. Your instructor will walk you through the steps of preparing cuisines from around the world with hands on instructions. Our cooking courses provide an authentic and educational cooking experience that is rich in both culture and cuisine. You will receive a hard copy of recipes and substantial tasting of all prepared dishes.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75980"
75970,"251.2.1813","International Cuisine","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,7,"15",0,"9/21/18","9/21/18","10:00 AM","12:00 PM",50,0,0,0,0,0,,,"F","Department, Staff","2.000",1,"AL Teaching Kitchen at Almaden Community Center","Program Fee","Almaden Sr - Classes","49.00","-8.00","Member: $41.00. Non-member: $49.00","In our International Class, we will take you on a delicious culinary tour. Your instructor will walk you through the steps of preparing cuisines from around the world with hands on instructions. Our cooking courses provide an authentic and educational cooking experience that is rich in both culture and cuisine.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75970"
75971,"251.2.1814","International Cuisine","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,7,"15",0,"10/19/18","10/19/18","10:00 AM","12:00 PM",50,0,0,0,0,0,,,"F","Department, Staff","2.000",1,"AL Teaching Kitchen at Almaden Community Center","Program Fee","Almaden Sr - Classes","49.00","-8.00","Member: $41.00. Non-member: $49.00","In our International Class, we will take you on a delicious culinary tour. Your instructor will walk you through the steps of preparing cuisines from around the world with hands on instructions. Our cooking courses provide an authentic and educational cooking experience that is rich in both culture and cuisine.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75971"
75973,"251.2.1812","Line Dance Level 1","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,12,"20",14,"9/12/18","10/31/18","11:45 AM","12:45 PM",50,0,0,0,0,0,,,"W","Department, Staff","7.000",7,"AL Dance Studio at Almaden Community Center","Program Fee","Almaden Sr - Classes","44.00","-8.00","Member: $36.00. Non-member: $44.00","Great for a person with two left feet who needs the extra  TLC! This is an introductory class appropriate for anyone who has never line  danced before. Come find out how much fun your two feet will learn! The lessons  are easy and a great experience. Partners are not required and no prior  experience necessary.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75973"
75974,"251.2.1870","Line Dance Level 1","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,12,"20",1,"11/14/18","12/12/18","11:45 AM","12:45 PM",50,0,0,0,0,0,,,"W","Department, Staff","4.000",4,"AL Dance Studio at Almaden Community Center","Program Fee","Almaden Sr - Classes","30.00","-8.00","Member: $22.00. Non-member: $30.00","Great for a person with two left feet who needs the extra  TLC! This is an introductory class appropriate for anyone who has never line  danced before. Come find out how much fun your two feet will learn! The lessons  are easy and a great experience. Partners are not required and no prior  experience necessary.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75974"
75975,"251.2.1817","Line Dance Level 2","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,12,"20",3,"9/12/18","10/31/18","1:00 PM","2:00 PM",50,0,0,0,0,0,,,"W","Department, Staff","7.000",7,"AL Dance Studio at Almaden Community Center","Program Fee","Almaden Sr - Classes","44.00","-8.00","Member: $36.00. Non-member: $44.00","Take your line dancing to the next level. Basic knowledge of  line dancing steps required. This is a great social environment to learn new  line dancing steps as you burn calories. Partners are not required and don't  forget to bring your water.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75975"
75976,"251.2.1818","Line Dance Level 2","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,12,"20",1,"11/14/18","12/12/18","1:00 PM","2:00 PM",50,0,0,0,0,0,,,"W","Department, Staff","4.000",4,"AL Dance Studio at Almaden Community Center","Program Fee","Almaden Sr - Classes","30.00","-8.00","Member: $22.00. Non-member: $30.00","Take your line dancing to the next level. Basic knowledge of  line dancing steps required. This is a great social environment to learn new  line dancing steps as you burn calories. Partners are not required and don't  forget to bring your water.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75976"
75977,"251.2.1477","Line Dance Level 3","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,12,"25",2,"9/13/18","11/1/18","8:45 AM","10:15 AM",50,0,0,0,0,0,,,"Th","Department, Staff","10.500",7,"Multi-purpose Room Master AL at Almaden Community Center","Program Fee","Almaden Sr - Classes","54.00","-8.00","Member: $46.00. Non-member: $54.00","Experienced beginners class.  Have fun and burn calories while you expand your knowledge and expertise in line dancing.  You will dance to all kinds of music including country, pop, latin, jazz, etc. and all rhythm including cha-cha, 2- step, waltz, tango, night club 2-step, etc.  Partners are not required.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75977"
75978,"251.2.1873","Line Dance Level 3","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,12,"25",1,"11/15/18","12/13/18","8:45 AM","10:15 AM",50,0,0,0,0,0,,,"Th","Department, Staff","6.000",4,"Multi-purpose Room Master AL at Almaden Community Center","Program Fee","Almaden Sr - Classes","36.00","-8.00","Member: $28.00. Non-member: $36.00","Experienced beginners class.  Have fun and burn calories while you expand your knowledge and expertise in line dancing.  You will dance to all kinds of music including country, pop, latin, jazz, etc. and all rhythm including cha-cha, 2- step, waltz, tango, night club 2-step, etc.  Partners are not required.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75978"
75981,"251.2.1412","Morning Stretch/Body Conditioning","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,40,"165",21,"9/10/18","11/30/18","8:00 AM","8:40 AM",50,0,0,0,0,0,,,"M W F","Crescini, Tess","22.000",33,"Multi-purpose Room Master AL at Almaden Community Center","Program Fee","Almaden Sr - Classes","41.00","-8.00","Member: $33.00. Non-member: $41.00","Easy to learn, effective exercises. Come for a  head-to-toe workout.  Improve your cardiovascular, respiratory, and  circulatory systems and increase muscle tone and improve flexibility.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75981"
75982,"251.2.1512","Morning Stretch/Body Conditioning","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,40,"165",15,"9/10/18","11/30/18","8:50 AM","9:30 AM",50,0,0,0,0,0,,,"M W F","Crescini, Tess","22.000",33,"Multi-purpose Room Master AL at Almaden Community Center","Program Fee","Almaden Sr - Classes","41.00","-8.00","Member: $33.00. Non-member: $41.00","Easy to learn, effective exercises. Come for a  head-to-toe workout.  Improve your cardiovascular, respiratory, and  circulatory systems and increase muscle tone and improve flexibility.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75982"
75983,"251.2.1835","Morning Stretch/Body Conditioning","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,40,"165",1,"12/3/18","12/21/18","8:00 AM","8:40 AM",50,0,0,0,0,0,,,"M W F","Crescini, Tess","6.000",9,"Multi-purpose Room Master AL at Almaden Community Center","Program Fee","Almaden Sr - Classes","17.00","-8.00","Member: $9.00. Non-member: $17.00","Easy to learn, effective exercises three times a week. Come for a head-to-toe workout. Improve your cardiovascular, respiratory, and circulatory systems and increase muscle tone and improve flexibility.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75983"
75984,"251.2.1836","Morning Stretch/Body Conditioning","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,40,"165",5,"12/3/18","12/21/18","8:50 AM","9:30 AM",50,0,0,0,0,0,,,"M W F","Crescini, Tess","6.000",9,"Multi-purpose Room Master AL at Almaden Community Center","Program Fee","Almaden Sr - Classes","17.00","-8.00","Member: $9.00. Non-member: $17.00","Easy to learn, effective exercises three times a week.  A workout from head-to-toe. Improve your cardiovascular, respiratory, and circulatory systems and increase muscle tone and improve flexibility.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75984"
75952,"251.2.1800","Spanish Language Level 1","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,12,"20",7,"9/11/18","10/30/18","10:00 AM","11:30 AM",50,0,0,0,0,0,,,"Tu","Alvarado, Victor","12.000",8,"AL Room 3 at Almaden Community Center","Program Fee","Almaden Sr - Classes","60.00","-8.00","Member: $52.00. Non-member: $60.00","If you have very, or do not have knowledge of Spanish, this is the class for you. This class concentrates on the development of basic language skills (speaking, listening, reading and writing), with emphasis on oral communication. Textbook Spanish Now Level 1, eight edition ISBN 978-1-4380-7523-5. Make sure to buy the book prior for the first lesson. Instructor has over twenty years of teaching experience in private post-secondary institutions. ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75952"
75953,"251.2.1802","Spanish Language Level 2","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,12,"20",9,"9/12/18","10/31/18","10:00 AM","11:30 AM",50,0,0,0,0,0,,,"W","Alvarado, Victor","12.000",8,"AL Room 3 at Almaden Community Center","Program Fee","Almaden Sr - Classes","60.00","-8.00","Member: $52.00. Non-member: $60.00","This class is perfect for previously enrolled students who want to continue improving their Spanish speaking skills, as well for those new enrollees who have some Spanish speaking skills and desire to start working on more detailed expressions and cultural lessons. It provides an intensive practice on dialog skills, pronunciation, and listening comprehension, as well as increasing vocabulary, grammar, and sentence structure. Textbook Spanish Now! Level 1, eight edition ISBN 978-1-4380-7523-5. Make sure to buy the book prior the first lesson. Instructor has over twenty years of teaching experience in private post-secondary institutions. ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75953"
75951,"251.2.0707","Voice Lesson","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,12,"20",1,"10/30/18","12/4/18","3:00 PM","5:00 PM",50,0,0,0,0,0,,,"Tu","Tan, Sally","12.000",6,"AL Room 4 at Almaden Community Center","Program Fee","Almaden Sr - Classes","52.00","-8.00","Member: $44.00. Non-member: $52.00","The goals of this class are to teach proper singing techniques including breathing, voice production, diction, expression and posture. Reading and understanding music as well as music theory & interpretation. A wide range of music repertoire will be offered, including classical, popular, musicals and opera. As well as songs from different countries and in different languages.status.Exercises may be done seated and standing and also include optional  floor exercises. Make a change for the better, sign up today!","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75951"
75994,"251.2.1576","Voice Lessons","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,12,"20",8,"8/28/18","9/18/18","3:00 PM","5:00 PM",50,0,0,0,0,0,,,"Tu","Tan, Sally","8.000",4,"AL Room 4 at Almaden Community Center","Program Fee","Almaden Sr - Classes","37.00","-8.00","Member: $29.00. Non-member: $37.00","The goals of this class are to teach proper singing techniques including breathing, voice production, diction, expression and posture. Reading and understanding music as well as music theory & interpretation. A wide range of music repertoire will be offered, including classical, popular, musicals and opera. As well as songs from different countries and in different languages.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75994"
75995,"251.2.0615","Watercolor-Beginning","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,12,"20",13,"9/14/18","11/2/18","12:30 PM","2:30 PM",50,0,0,0,0,0,,,"F","Cairns, Chris","16.000",8,"AL Room 3 at Almaden Community Center","Program Fee","Almaden Sr - Classes","75.00","-8.00","Member: $67.00. Non-member: $75.00","Paint your vision to LIFE! The class where techniques of painting strokes and methods will help bring out every artist. Students will explore and develop handling and control of watercolor processes and learn numerous painting skills, as well as the elements of design and technique. Beginners welcome.   Supplies and materials not included in cost of class.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75995"
75996,"251.2.0616","Watercolor-Beginning","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,12,"20",4,"11/16/18","12/14/18","12:30 PM","2:30 PM",50,0,0,0,0,0,,,"F","Cairns, Chris","8.000",4,"AL Room 3 at Almaden Community Center","Program Fee","Almaden Sr - Classes","45.00","-8.00","Member: $37.00. Non-member: $45.00","Paint your vision to LIFE! The class where techniques of painting strokes and methods will help bring out every artist. Students will explore and develop handling and control of watercolor processes and learn numerous painting skills, as well as the elements of design and technique. Beginners welcome.   Supplies and materials not included in cost of class.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75996"
75998,"251.2.0617","Yoga - Gentle","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Almaden Community Center",,12,"42",36,"9/21/18","12/14/18","10:50 AM","11:50 AM",50,0,0,0,0,0,,,"F","McCarten, Joan","12.000",12,"AL Gymnasium at Almaden Community Center","Program Fee","Almaden Sr - Classes","66.00","-8.00","Member: $58.00. Non-member: $66.00","Awaken your mind and body with gentle yoga. Gentle yoga is a safe way to stretch and release tension. Based on the feldenkrais method to increase flexibility and balanced mobility in the mature body. ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75998"
75808,"213.2.1802","Mixed Media Art","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Berryessa Community Center",,12,"25",5,"8/24/18","10/12/18","1:00 PM","3:00 PM",50,0,0,0,0,0,,,"F","Sieker, Linda","16.000",8,"BR Room 3 at Berryessa Community Center","Program Fee","Berryessa Sr - Classes","86.00","-8.00","Member: $78.00. Non-member: $86.00","This unique Art Workshop will provide a broad base of art instruction, which will develop your skills in a range of artistic techniques.  You will have the opportunity to experiment with a number of art applications such as landscape, still life, portrait and contour drawing.  Curriculum is sequenced and supply list will be provided on the first day of class. ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75808"
75809,"213.2.1803","Mixed Media Art","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Berryessa Community Center",,8,"25",2,"10/19/18","12/14/18","1:00 PM","3:00 PM",50,0,0,0,0,0,,,"F","Sieker, Linda","12.000",6,"BR Room 3 at Berryessa Community Center","Program Fee","Berryessa Sr - Classes","86.00","-8.00","Member: $78.00. Non-member: $86.00","This unique Art Workshop will provide a broad base of art instruction, which will develop your skills in a range of artistic techniques.  You will have the opportunity to experiment with a number of art applications such as landscape, still life, portrait and contour drawing.  Curriculum is sequenced and supply list will be provided on the first day of class. ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75809"
75819,"213.2.1804","Watercolor Mania","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Berryessa Community Center",,12,"25",4,"8/24/18","10/12/18","10:00 AM","12:00 PM",50,0,0,0,0,0,,,"F","Sieker, Linda","16.000",8,"BR Room 3 at Berryessa Community Center","Program Fee","Berryessa Sr - Classes","86.00","-8.00","Member: $78.00. Non-member: $86.00","Paint your vision to LIFE! The class where techniques of painting strokes and methods will help bring out every artist. Students will explore and develop handling and control of watercolor processes and learn numerous painting skills, as well as the analysis of various papers and working surfaces. Supplies and materials not included in cost of class. Supply list will be provided on the first day of class.  ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75819"
75820,"213.2.1805","Watercolor Mania","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Berryessa Community Center",,8,"25",1,"10/19/18","12/14/18","10:00 AM","12:00 PM",50,0,0,0,0,0,,,"F","Sieker, Linda","12.000",6,"BR Room 3 at Berryessa Community Center","Program Fee","Berryessa Sr - Classes","86.00","-8.00","Member: $78.00. Non-member: $86.00","Paint your vision to LIFE! The class where techniques of painting strokes and methods will help bring out every artist. Students will explore and develop handling and control of watercolor processes and learn numerous painting skills, as well as the analysis of various papers and working surfaces. Supplies and materials not included in cost of class. Supply list will be provided on the first day of class.  ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75820"
75897,"257.2.1801","Antiques & Collectibles","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Camden Community Center",,12,"20",22,"10/9/18","11/13/18","10:00 AM","12:00 PM",50,0,0,0,0,0,,,"Tu","Yvaska, Steven","12.000",6,"Classroom 4 at Camden Community Center","Program Fee","Kirk Sr - Classes/Drop-in","110.00","-8.00","Member: $102.00. Non-member: $110.00","These informal and spirited sessions continue a look at a variety of topics. Contents change constantly. Bring a willingness to share, a notebook, and have a pal enroll for a fun learning experience.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75897"
76841,"257.2.1802","Antiques & Collectibles","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Camden Community Center",,12,"20",9,"10/9/18","11/13/18","1:00 PM","3:00 PM",50,0,0,0,0,0,,,"Tu","Yvaska, Steven","12.000",6,"Classroom 4 at Camden Community Center","Program Fee","Kirk Sr - Classes/Drop-in","110.00","-8.00","Member: $102.00. Non-member: $110.00","These informal and spirited sessions continue a look at a variety of topics. Contents change constantly. Bring a willingness to share, a notebook, and have a pal enroll for a fun learning experience.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76841"
75913,"257.2.1803","Enhance Fitness","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Camden Community Center",,10,"35",23,"9/6/18","9/27/18","10:15 AM","11:15 AM",50,0,0,0,0,0,,,"M Th","Perfilov, Tatiana","7.000",7,"CM Classroom 1 at Camden Community Center","Program Fee","Kirk Sr - Classes/Drop-in","43.00","-8.00","Member: $35.00. Non-member: $43.00","Becoming fit just became a whole lot more fun! This is an  evidence based group fitness class designed specifically for active adults.  Enhance Fitness is a group exercise class that improves your balance,  flexibility, bone density, endurance, coordination, mental sharpness and  decreases your risk of falling through a structured exercise program that is  adaptable to all fitness levels from beginning to advanced.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75913"
75915,"257.2.1804","Enhance Fitness","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Camden Community Center",,10,"35",9,"10/11/18","11/15/18","10:15 AM","11:15 AM",50,0,0,0,0,0,,,"M Th","Perfilov, Tatiana","10.000",10,"CM Classroom 1 at Camden Community Center","Program Fee","Kirk Sr - Classes/Drop-in","58.00","-8.00","Member: $50.00. Non-member: $58.00","Becoming fit just became a whole lot more fun! This is an  evidence based group fitness class designed specifically for active adults.  Enhance Fitness is a group exercise class that improves your balance,  flexibility, bone density, endurance, coordination, mental sharpness and  decreases your risk of falling through a structured exercise program that is  adaptable to all fitness levels from beginning to advanced.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75915"
76842,"257.2.1805","Enhance Fitness","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Camden Community Center",,10,"35",4,"11/26/18","12/13/18","10:15 AM","11:15 AM",50,0,0,0,0,0,,,"M Th","Perfilov, Tatiana","6.000",6,"CM Classroom 1 at Camden Community Center","Program Fee","Kirk Sr - Classes/Drop-in","38.00","-8.00","Member: $30.00. Non-member: $38.00","Becoming fit just became a whole lot more fun! This is an  evidence based group fitness class designed specifically for active adults.  Enhance Fitness is a group exercise class that improves your balance,  flexibility, bone density, endurance, coordination, mental sharpness and  decreases your risk of falling through a structured exercise program that is  adaptable to all fitness levels from beginning to advanced.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76842"
75920,"257.2.1806","Feldenkrais","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Camden Community Center",,12,"25",5,"9/11/18","10/30/18","1:30 PM","2:30 PM",50,0,0,0,0,0,,,"Tu","Urrutia, Richard","8.000",8,"CM Dance Studio at Camden Community Center","Program Fee","Kirk Sr - Classes/Drop-in","52.00","-8.00","Member: $44.00. Non-member: $52.00","Awareness through movement.  Help improve your flexibility and reduce muscular tension while enhancing mobility, balance, and coordination.  Safe comfortable movement sequences from a certified teacher.  Ideal for people with arthritis, fibromyalgia, and other painful conditions.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75920"
75921,"257.2.1807","Feldenkrais","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Camden Community Center",,12,"20",3,"11/6/18","12/11/18","1:30 PM","2:30 PM",50,0,0,0,0,0,,,"Tu","Urrutia, Richard","6.000",6,"CM Dance Studio at Camden Community Center","Program Fee","Kirk Sr - Classes/Drop-in","41.00","-8.00","Member: $33.00. Non-member: $41.00","Awareness through movement.  Help improve your flexibility and reduce muscular tension while enhancing mobility, balance, and coordination.  Safe comfortable movement sequences from a certified teacher.  Ideal for people with arthritis, fibromyalgia, and other painful conditions.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75921"
75922,"257.2.1810","Feldenkrais","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Camden Community Center",,12,"25",7,"9/19/18","10/24/18","11:30 AM","12:30 PM",50,0,0,0,0,0,,,"W","McCarten, Joan","6.000",6,"CM Dance Studio at Camden Community Center","Program Fee","Kirk Sr - Classes/Drop-in","41.00","-8.00","Member: $33.00. Non-member: $41.00","Awareness through movement. Help improve your flexibility and reduce muscular tension while enhancing mobility, balance, and coordination.  Safe comfortable movement sequences from a certified teacher.  Ideal for people with arthritis, fibromyalgia, and other painful conditions.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75922"
75923,"257.2.1811","Feldenkrais","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Camden Community Center",,12,"25",5,"10/31/18","12/12/18","11:30 AM","12:30 PM",50,0,0,0,0,0,,,"W","McCarten, Joan","6.000",6,"CM Dance Studio at Camden Community Center","Program Fee","Kirk Sr - Classes/Drop-in","41.00","-8.00","Member: $33.00. Non-member: $41.00","Awareness through movement. Help improve your flexibility and reduce muscular tension while enhancing mobility, balance, and coordination.  Safe comfortable movement sequences from a certified teacher.  Ideal for people with arthritis, fibromyalgia, and other painful conditions.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75923"
76843,"257.2.1812","NEW - (FREE Trial) Beginning Watercolor","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Camden Community Center",,12,"20",9,"9/18/18","9/18/18","4:00 PM","6:00 PM",50,0,0,0,0,0,,,"Tu","Cairns, Chris","2.000",1,"Classroom 4 at Camden Community Center",,,0,0,"Free","As a new painter, enjoy   exploring different techniques in watercolor using a variety of papers   and materials. This class is geared for the new student who is exploring   watercolor for the first time.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76843"
